,artist,song_title,album,genres,lyrics,clean_lyrics,token,sentiment,score
39,Perunggu,Pastikan Riuh Akhiri Malammu,Memorandum,"indonesian indie, indonesian indie rock","[Lirik ""Pastikan Riuh Akhiri Malammu""][Verse 1]Tumbuhlah mendaki Seribu upaya kan kaunikmati Besok hari Senin Kutemani senyummu seperti kemarin[Pre-Chorus]Silih berganti ruang kau penuhi Ku perlu hadir di semua yang kau tangisi Panggil aku kapan pun, kutemani Pastikan riuh akhiri malammu lagi[Chorus]Melantunlah semerdu mungkin (Melantunlah)Merdumu yang buatku pulih (Melantunlah)Genggam jariku seeratnya (Melantunlah)Kubuat angin berpihak gerak searah[Instrumental][Pre-Chorus]Silih berganti ruang kau penuhi Ku perlu hadir di semua yang kau tangisi Panggil aku kapan pun, kutemani Pastikan riuh akhiri malammu lagi",pasti riuh malam tumbuh daki ribu upaya nikmat besok senin teman senyum kemarin silih ganti ruang kau penuh ku hadir kau tangis panggil teman pasti riuh malam lantun merdu lantun merdu buat pulih lantun genggam jari erat lantun buat angin pihak gerak arah silih ganti ruang kau penuh ku hadir kau tangis panggil teman pasti riuh malam,"['pasti', 'riuh', 'malam', 'tumbuh', 'daki', 'ribu', 'upaya', 'nikmat', 'besok', 'senin', 'teman', 'senyum', 'kemarin', 'silih', 'ganti', 'ruang', 'kau', 'penuh', 'ku', 'hadir', 'kau', 'tangis', 'panggil', 'teman', 'pasti', 'riuh', 'malam', 'lantun', 'merdu', 'lantun', 'merdu', 'buat', 'pulih', 'lantun', 'genggam', 'jari', 'erat', 'lantun', 'buat', 'angin', 'pihak', 'gerak', 'arah', 'silih', 'ganti', 'ruang', 'kau', 'penuh', 'ku', 'hadir', 'kau', 'tangis', 'panggil', 'teman', 'pasti', 'riuh', 'malam']",positif,0.9411954879760742
40,Reality Club,Alexandra,What Do You Really Know?,indonesian indie,"[Verse 1]Just like a certain motorbike gang from Charming Or you're looking for the old ultraviolence You're trouble, yes I knew Right from the start[Verse 2]And the labyrinth I thought I knew Rearranged to shape anew At amazement of the excitement That once rang true[Chorus]And if I was a fool for you I'd wait 500 million hours On a park bench out on the moon But in full view of what you are Oh[Verse 3]Just like a feline with multiple lines She lost a couple but she used to have five A savior of mankind[Chorus]And if I was a fool for you I'd wait 500 million hours On a park bench out on the moon But in full view of what you are You're a goddess, you're my rock star",like certain motorbike gang charming looking old ultraviolence trouble yes knew right start labyrinth thought knew rearranged shape anew amazement excitement rang true fool wait million hours park bench moon full view like feline multiple les lost couple used five savior mankind fool wait million hours park bench moon full view goddess rock star,"['like', 'certain', 'motorbike', 'gang', 'charming', 'looking', 'old', 'ultraviolence', 'trouble', 'yes', 'knew', 'right', 'start', 'labyrinth', 'thought', 'knew', 'rearranged', 'shape', 'anew', 'amazement', 'excitement', 'rang', 'true', 'fool', 'wait', 'million', 'hours', 'park', 'bench', 'moon', 'full', 'view', 'like', 'feline', 'multiple', 'les', 'lost', 'couple', 'used', 'five', 'savior', 'mankind', 'fool', 'wait', 'million', 'hours', 'park', 'bench', 'moon', 'full', 'view', 'goddess', 'rock', 'star']",positif,0.6990697979927063
41,Hindia,Untuk Apa / Untuk Apa?,Menari Dengan Bayangan,indonesian pop,"[Lirik ""Untuk Apa/Untuk Apa?""][Intro]And it wasn't social intelligence It wasn't good looks, physical health And it wasn't IQIt was grit[Verse 1]Rumah ini dahulu sederhana Ruang demi ruang dibangun bersama Angan-angan yang dulu mimpi belaka Kita gapai segala yang tak disangka Tak sadar menimbun yang lebih berharga Berdiri di atas yang lebih bermakna Anak tangga yang berlebihan jumlahnya Mendaki terus entah mau ke mana?[Chorus]Dan kau selalu bertanya untuk apa?Mengelak, kerap kutemukan jawabnya Medusa dan semakin keras kepala Seakan hidup hanya untuk bekerja Mengejar mimpi sampai tak punya rasa Mengejar mimpi sampai lupa k'luarga Mengejar mimpi lupa dunia nyata Mengejar mimpi tapi tidak bersama",social intelligence good looks physical health iqit grit rumah sederhana ruang ruang bangun angan angan mimpi belaka gapai sangka sadar timbun harga diri makna anak tangga daki kau elak kerap temu medusa keras kepala akan hidup kejar mimpi kejar mimpi lupa k luarga kejar mimpi lupa dunia nyata kejar mimpi,"['social', 'intelligence', 'good', 'looks', 'physical', 'health', 'iqit', 'grit', 'rumah', 'sederhana', 'ruang', 'ruang', 'bangun', 'angan', 'angan', 'mimpi', 'belaka', 'gapai', 'sangka', 'sadar', 'timbun', 'harga', 'diri', 'makna', 'anak', 'tangga', 'daki', 'kau', 'elak', 'kerap', 'temu', 'medusa', 'keras', 'kepala', 'akan', 'hidup', 'kejar', 'mimpi', 'kejar', 'mimpi', 'lupa', 'k', 'luarga', 'kejar', 'mimpi', 'lupa', 'dunia', 'nyata', 'kejar', 'mimpi']",positif,0.5319838523864746
42,Rafi Sudirman,That Somebody,Scenery,indonesian singer-songwriter,"[Verse 1]She don't play no games Doesn't like to wait She don't really care 'bout her lover[Verse 2]But I understand Why it had to end Jumping hand to hand Another lover[Pre-Chorus]Don't call my name, my name Go on and find someone else Oh baby, it's such a shame Don't call my name, my name Go on and find somebody new That could handle your life[Chorus]Don't call my name girl Baby, don't call my name girl Don't call my name Baby, go away Don't call my name girl Baby, don't call my name girl Don't call my name Baby, go away",play games like wait really care bout lover understand end jumping hand hand another lover call name name go find someone else baby shame call name name go find somebody new could handle life call name girl baby call name girl call name baby go away call name girl baby call name girl call name baby go away,"['play', 'games', 'like', 'wait', 'really', 'care', 'bout', 'lover', 'understand', 'end', 'jumping', 'hand', 'hand', 'another', 'lover', 'call', 'name', 'name', 'go', 'find', 'someone', 'else', 'baby', 'shame', 'call', 'name', 'name', 'go', 'find', 'somebody', 'new', 'could', 'handle', 'life', 'call', 'name', 'girl', 'baby', 'call', 'name', 'girl', 'call', 'name', 'baby', 'go', 'away', 'call', 'name', 'girl', 'baby', 'call', 'name', 'girl', 'call', 'name', 'baby', 'go', 'away']",netral,0.9764750599861145
43,Perunggu,Biang Lara,Memorandum,"indonesian indie, indonesian indie rock","[Lirik ""Biang Lara""][Intro]Jika ini sepi Tinggikan hatimu, berkali kubilang Sembunyikan benci[Verse 1]Kian lara, kian resapi Teriris lapisan janji Berhenti berdalih Kita coba lagi tertatih Menapaki yang belum usai Antusiaslah lagi[Chorus]Jika ini sepi Tinggikan hatimu, berkali kubilang Sembunyikan benci Jika ini letih Berhenti palsukan senyum itu, mulai Rayakanlah perih[Verse 2]Biang lara berputar pelan Porosnya tak lagi sempurna Tak kunjung bergeming",biang lara sepi tinggi hati kali bilang sembunyi benci kian lara kian resap iris lapis janji henti dalih coba tatih tapak antusias sepi tinggi hati kali bilang sembunyi benci letih henti palsu senyum raya perih biang lara putar pelan poros sempurna kunjung geming,"['biang', 'lara', 'sepi', 'tinggi', 'hati', 'kali', 'bilang', 'sembunyi', 'benci', 'kian', 'lara', 'kian', 'resap', 'iris', 'lapis', 'janji', 'henti', 'dalih', 'coba', 'tatih', 'tapak', 'antusias', 'sepi', 'tinggi', 'hati', 'kali', 'bilang', 'sembunyi', 'benci', 'letih', 'henti', 'palsu', 'senyum', 'raya', 'perih', 'biang', 'lara', 'putar', 'pelan', 'poros', 'sempurna', 'kunjung', 'geming']",negatif,0.988594651222229
44,The Adams,Jikalau,ß Release,"indonesian alternative rock, indonesian indie, indonesian indie rock","Lirik ""Jikalau""[Verse 1]Jikalau telah datang Waktu yang dinanti Ku pasti bahagiakan Dirimu seorang Ku harap dikau sabar Menunggu[Verse 2]Berilah daku waktu'Tuk wujudkan semua Janji ini untukmu Ku tak akan lupa Ku harap dikau sabar Menunggu     Kau sabar Menunggu[Chorus]Untaian kata-kata Yang kuucapkan untukmu Tak seindah kata cinta yang Dia berikan padamu Namun kau s'lalu ada Di hatiku   Dia berikan padamu  [Interlude][Verse 3]Berilah daku waktu'Tuk wujudkan semua Janji ini untukmu Ku tak akan lupa Ku harap dikau sabar Menunggu   Janji ini untukmu Tak akan lupa Kau sabar Menunggu[Chorus]Untaian kata-kata Yang kuucapkan untukmu Tak seindah kata cinta yang Dia berikan padamu Namun kau s'lalu ada Di hatiku   Dia berikan padamu  [Bridge]Dia berikan padamu[Outro][Ario]  Telah datang  Yang dinanti  Bahagiakan     Menunggu   [Saleh]Jikalau telah datang Waktu yang dinanti Ku pasti bahagiakan Dirimu seorang Kuharap dikau sabar Menunggu  ,[Arfan]Jikalau telah datang Waktu yang dinanti Ku pasti bahagiakan Dirimu seorang Kuharap dikau sabar Menunggu  [Gigih]  Telah datang  Yang dinanti  Bahagiakan  Seorang   Menunggu  [Retiara]Jikalau telah datang Waktu yang dinanti Ku pasti bahagiakan Dirimu seorang Kuharap dikau sabar  Ku pasti akan datang Untukmu",nanti ku bahagia diri ku harap dikau sabar tunggu ilah daku tuk wujud janji untuk ku lupa ku harap dikau sabar tunggu kau sabar tunggu untai ucap untuk indah cinta pada kau hati pada interlude ilah daku tuk wujud janji untuk ku lupa ku harap dikau sabar tunggu janji untuk lupa kau sabar tunggu untai ucap untuk indah cinta pada kau hati pada bridge pada outro ario nanti bahagia tunggu saleh nanti ku bahagia diri harap dikau sabar tunggu arfan nanti ku bahagia diri harap dikau sabar tunggu gigih nanti bahagia tunggu retiara nanti ku bahagia diri harap dikau sabar ku untuk,"['nanti', 'ku', 'bahagia', 'diri', 'ku', 'harap', 'dikau', 'sabar', 'tunggu', 'ilah', 'daku', 'tuk', 'wujud', 'janji', 'untuk', 'ku', 'lupa', 'ku', 'harap', 'dikau', 'sabar', 'tunggu', 'kau', 'sabar', 'tunggu', 'untai', 'ucap', 'untuk', 'indah', 'cinta', 'pada', 'kau', 'hati', 'pada', 'interlude', 'ilah', 'daku', 'tuk', 'wujud', 'janji', 'untuk', 'ku', 'lupa', 'ku', 'harap', 'dikau', 'sabar', 'tunggu', 'janji', 'untuk', 'lupa', 'kau', 'sabar', 'tunggu', 'untai', 'ucap', 'untuk', 'indah', 'cinta', 'pada', 'kau', 'hati', 'pada', 'bridge', 'pada', 'outro', 'ario', 'nanti', 'bahagia', 'tunggu', 'saleh', 'nanti', 'ku', 'bahagia', 'diri', 'harap', 'dikau', 'sabar', 'tunggu', 'arfan', 'nanti', 'ku', 'bahagia', 'diri', 'harap', 'dikau', 'sabar', 'tunggu', 'gigih', 'nanti', 'bahagia', 'tunggu', 'retiara', 'nanti', 'ku', 'bahagia', 'diri', 'harap', 'dikau', 'sabar', 'ku', 'untuk']",positif,0.9960232973098755
45,Hindia,Alexandra,Lagipula Hidup Akan Berakhir,indonesian pop,"[Lirik “Alexandra”][Verse 1]Sasa, malam ini mau pergi ke mana?Masih bisakah kau dan teman-temanmu rayakan dunia?Tengah malam ini ‘kan bertemu siapa?Bisakah ia tersenyum menyikapi dunia?[Pre-Chorus]Maukah kalian memaafkan kami semua?Kami rampas berbagai hal yang bisa buatmu bahagia[Chorus]Jalanmu berat, seumur hidup Semoga ada bara yang tersisa Pun kata maaf, jauh terlambat Datang, salahkan kami[Verse 2]Jika suatu saat kau jadi ibu juga Paman harap kau ajarkan ia ‘tuk merayakan dunia Semoga ia tak ulangi lalai kami semua Bisakah tak kau rampas api itu dari dalam dirinya?[Chorus]Jalanmu berat, seumur hidup Semoga ada bara yang tersisa Pun kata maaf, jauh terlambat Datang, salahkan kami",alexandra sasa malam pergi kau teman teman raya dunia malam temu senyum sikap dunia mau maaf rampas buat bahagia jalan berat umur hidup moga bara sisa maaf lambat salah kau paman harap kau ajar tuk raya dunia moga ulang lalai kau rampas api jalan berat umur hidup moga bara sisa maaf lambat salah,"['alexandra', 'sasa', 'malam', 'pergi', 'kau', 'teman', 'teman', 'raya', 'dunia', 'malam', 'temu', 'senyum', 'sikap', 'dunia', 'mau', 'maaf', 'rampas', 'buat', 'bahagia', 'jalan', 'berat', 'umur', 'hidup', 'moga', 'bara', 'sisa', 'maaf', 'lambat', 'salah', 'kau', 'paman', 'harap', 'kau', 'ajar', 'tuk', 'raya', 'dunia', 'moga', 'ulang', 'lalai', 'kau', 'rampas', 'api', 'jalan', 'berat', 'umur', 'hidup', 'moga', 'bara', 'sisa', 'maaf', 'lambat', 'salah']",negatif,0.9842544794082642
46,Grrrl Gang,Love Song,"Not Sad, Not Fulfilled","indonesian indie, indonesian indie rock, yogyakarta indie","[Verse 1]Heaven sighs when you look into my eyes Oh I can't, oh I can't breathe when you smile at me I got this feeling inside and I wanna dance all night Oh baby, are you the one for me?[Chorus]I find all the answers, baby, when you call my name I find all the answers, baby, when you hold my hand Only to lose them when we part[Verse 2]I seem to get brighter and it's all because of you You've erased all the traces of my impending doom I got this feeling inside and for once I feel alright Oh baby, are you the one for me?[Chorus]I find all the answers, baby, when you call my name I find all the answers, baby, when you hold my hand Only to lose them when we part[Guitar Solo][Chorus]I find all the answers, baby, when you call my name I find all the answers, baby, when you hold my hand Only to lose them when we Only to lose em when we Oh darling, don't you break my heart",heaven sighs look eyes breathe smile got feeling inside wanna dance night baby one find answers baby call name find answers baby hold hand lose part seem get brighter erased traces impending doom got feeling inside feel alright baby one find answers baby call name find answers baby hold hand lose part find answers baby call name find answers baby hold hand lose lose em darling break heart,"['heaven', 'sighs', 'look', 'eyes', 'breathe', 'smile', 'got', 'feeling', 'inside', 'wan', 'na', 'dance', 'night', 'baby', 'one', 'find', 'answers', 'baby', 'call', 'name', 'find', 'answers', 'baby', 'hold', 'hand', 'lose', 'part', 'seem', 'get', 'brighter', 'erased', 'traces', 'impending', 'doom', 'got', 'feeling', 'inside', 'feel', 'alright', 'baby', 'one', 'find', 'answers', 'baby', 'call', 'name', 'find', 'answers', 'baby', 'hold', 'hand', 'lose', 'part', 'find', 'answers', 'baby', 'call', 'name', 'find', 'answers', 'baby', 'hold', 'hand', 'lose', 'lose', 'em', 'darling', 'break', 'heart']",negatif,0.6645891070365906
47,Putra Timur,Nona,Mahligai,"indonesian folk, indonesian indie","[Lirik ""Nona""][Verse 1]Nona Mengapa kau selalu sendiri Diperbatasan bumi ini, ah-haa[Verse 2]Nona Mendekatlah dalam dekapku Yang 'kan selalu merindu Akan hangatnya hadirmu[Chorus]Sampai berjumpa Kita 'kan segera bersapa[Verse 3]Nona Indahmu yang takkan pernah kunjung bisa Ku nikmati atau ku nikmati sendiri[Verse 4]Nona Hidupku yang pahit kini penuh rasa Bagai pelangi menyapa pagi Disambut hangatnya sang mentari",nona nona kau batas bumi haa nona dekat dekap rindu hangat hadir jumpa sapa nona indah tak kunjung ku nikmat ku nikmat nona hidup pahit penuh pelangi sapa pagi sambut hangat sang mentari,"['nona', 'nona', 'kau', 'batas', 'bumi', 'haa', 'nona', 'dekat', 'dekap', 'rindu', 'hangat', 'hadir', 'jumpa', 'sapa', 'nona', 'indah', 'tak', 'kunjung', 'ku', 'nikmat', 'ku', 'nikmat', 'nona', 'hidup', 'pahit', 'penuh', 'pelangi', 'sapa', 'pagi', 'sambut', 'hangat', 'sang', 'mentari']",positif,0.9969402551651001
48,Jenny,Menangisi Akhir Pekan,Manifesto,"indonesian indie, indonesian indie rock, yogyakarta indie",Hingar bingar hampa Dalam tempo yang semakin melambat Sepekan tertukar dengan lari paksa rutinitas Satu terakhir dari tujuh Saatnya tanggalkan baju peranku Sandarkan tubuh lelah lemah sandarkan Sandarkan dulu Permintaan dan pemenuhan Terangkai dalam sebuah rantai makanan Sepekan termakan dalam rantai makanan itu Satu paling ujung dari tujuh Saatnya tumpahkan keluh kesahku Bingarkan apnggung Rendah luas terang tanpa barikade Teman dan pencerita Panggung dan pertunjukan Cairan dan pendosa Rayakan dengan asap Di hela napas Jalan dan pencarian jawaban Ingatan dan penyesalan Tangisi akhir pekanmu Satu yang tearkhir dari tujuh Saatnya tanggalkan baju perangku Satu yang terakhir dari tujuh Saatnya sandarkan tubuh lelahku Satu yang terakhir dari tujuh Saatnya tumpahkan keluh kesahku Satu yang terakhir dari tujuh Saatnya bignarkan panggungku,hingar bingar hampa tempo lambat pek tukar lari paksa rutinitas tujuh tanggal baju peran sandar tubuh lelah lemah sandar sandar minta penuh rangkai rantai makan pek makan rantai makan ujung tujuh tumpah keluh kesah bingarkan apnggung rendah luas terang barikade teman cerita panggung tunjuk cair dosa raya asap hela napas jalan cari ingat sesal tangis pekan tearkhir tujuh tanggal baju perang tujuh sandar tubuh lelah tujuh tumpah keluh kesah tujuh bignarkan panggung,"['hingar', 'bingar', 'hampa', 'tempo', 'lambat', 'pek', 'tukar', 'lari', 'paksa', 'rutinitas', 'tujuh', 'tanggal', 'baju', 'peran', 'sandar', 'tubuh', 'lelah', 'lemah', 'sandar', 'sandar', 'minta', 'penuh', 'rangkai', 'rantai', 'makan', 'pek', 'makan', 'rantai', 'makan', 'ujung', 'tujuh', 'tumpah', 'keluh', 'kesah', 'bingarkan', 'apnggung', 'rendah', 'luas', 'terang', 'barikade', 'teman', 'cerita', 'panggung', 'tunjuk', 'cair', 'dosa', 'raya', 'asap', 'hela', 'napas', 'jalan', 'cari', 'ingat', 'sesal', 'tangis', 'pekan', 'tearkhir', 'tujuh', 'tanggal', 'baju', 'perang', 'tujuh', 'sandar', 'tubuh', 'lelah', 'tujuh', 'tumpah', 'keluh', 'kesah', 'tujuh', 'bignarkan', 'panggung']",negatif,0.9907138347625732
49,Hindia,Janji Palsu,Lagipula Hidup Akan Berakhir,indonesian pop,"[Lirik “Janji Palsu”][Verse 1]Sukses hanya dipinjamkan, dan mungkin aku penyewa yang lihai Hidup dalam angan-angan, di dalam kepala sibuk bertikai Cinta dan hal banal lain disobek bagaikan kain Dijual sesuai berat, dipakai untuk bermain Semua tak terkecuali hingga nihil direduksi Jadi produk nan terkini sekecil serbuk gergaji[Pre-Chorus]Kata-kata kosong yang kerap kujual Kali ini menuntut tumbal[Chorus]Per hari ini kita semua mati rasa Atas berbagai lirik berisi semesta Yang berkata semua indah pada waktunya Kau tahu hidup ini tak ada artinya[Verse 2]Dijual grosir oleh yang kanan, dimaki habis di jaringan kiri Dilepeh najis oleh yang mapan, ditekan habis bak anak tiri Batinku sebatas bahan, guyon, gelak tawa kalian Imanku sebatas bahan, makian Peradaban, bosan",janji palsu sukses pinjam sewa lihai hidup angan angan kepala sibuk tika cinta banal sobek kain jual sesuai berat pakai main kecuali nihil reduksi produk nan kini serbuk gergaji kosong kerap jual kali tuntut tumbal mati isi semesta indah kau hidup jual grosir kanan maki habis jaring kiri dilepeh najis mapan tekan habis bak anak tiri batin batas bahan guyon gelak tawa iman batas bahan maki adab bosan,"['janji', 'palsu', 'sukses', 'pinjam', 'sewa', 'lihai', 'hidup', 'angan', 'angan', 'kepala', 'sibuk', 'tika', 'cinta', 'banal', 'sobek', 'kain', 'jual', 'sesuai', 'berat', 'pakai', 'main', 'kecuali', 'nihil', 'reduksi', 'produk', 'nan', 'kini', 'serbuk', 'gergaji', 'kosong', 'kerap', 'jual', 'kali', 'tuntut', 'tumbal', 'mati', 'isi', 'semesta', 'indah', 'kau', 'hidup', 'jual', 'grosir', 'kanan', 'maki', 'habis', 'jaring', 'kiri', 'dilepeh', 'najis', 'mapan', 'tekan', 'habis', 'bak', 'anak', 'tiri', 'batin', 'batas', 'bahan', 'guyon', 'gelak', 'tawa', 'iman', 'batas', 'bahan', 'maki', 'adab', 'bosan']",negatif,0.9937718510627747
50,Fstvlst,Tanah Indah Untuk Para Terabaikan Rusak Dan Ditinggalkan,Hits Kitsch,"indonesian indie, indonesian indie rock, yogyakarta indie","[Lirik ""Tanah Indah untuk Para Terabaikan Rusak dan Ditinggalkan""][Verse 1]Di tanah tua yang tinggal hanya Debu darah dan marah Di antara keranda prasasti janjimu Kubangun kendaraku Dari kayu, pasak dan tali Bekas bakal rumah itu[Verse 2]Kubangun mesinnya dari logam senjatamu Yang menyayat-nyayat Kumerangkai sayapnya dari sampah serapahmu Yang menampar-namparku Mengepul minyak bakar yang menetes kencang Dari lebam yang biru menghitam[Pre-Chorus]Menjelajah ruang yang megah Mengarungi waktu yang entah Menengadah ke langit yang pemurah Pergi dari tanah yang rusak[Chorus]Kan kuajak mereka yang merasakan serupa Kan kujemput jiwanya di rumahnya Jiwa-jiwa yang terabaikan, rusak dan ditinggalkan Terundang terbang bersama",tanah indah abai rusak tinggal tanah tua tinggal debu darah marah keranda prasasti janji bangun kendara kayu pasak tali bekas rumah bangun mesin logam senjata sayat nyayat rangka sayap sampah serapah tampar namparku kepul minyak bakar tetes kencang lebam biru hitam jelajah ruang megah arung tengadah langit murah pergi tanah rusak ajak rasa jemput jiwa rumah jiwa jiwa abai rusak tinggal undang terbang,"['tanah', 'indah', 'abai', 'rusak', 'tinggal', 'tanah', 'tua', 'tinggal', 'debu', 'darah', 'marah', 'keranda', 'prasasti', 'janji', 'bangun', 'kendara', 'kayu', 'pasak', 'tali', 'bekas', 'rumah', 'bangun', 'mesin', 'logam', 'senjata', 'sayat', 'nyayat', 'rangka', 'sayap', 'sampah', 'serapah', 'tampar', 'namparku', 'kepul', 'minyak', 'bakar', 'tetes', 'kencang', 'lebam', 'biru', 'hitam', 'jelajah', 'ruang', 'megah', 'arung', 'tengadah', 'langit', 'murah', 'pergi', 'tanah', 'rusak', 'ajak', 'rasa', 'jemput', 'jiwa', 'rumah', 'jiwa', 'jiwa', 'abai', 'rusak', 'tinggal', 'undang', 'terbang']",negatif,0.9952707886695862
51,Lomba Sihir,Mungkin Takut Perubahan,Selamat Datang di Ujung Dunia,,"[Lirik “Mungkin Takut Perubahan”][Intro: Natasha Udu]Nananana nanana Nananana nana Nananana nanana[Verse 1: Hindia & Udu]Banyak alasan ku tetap di sini Kamu tak pernah suka dengan orang di dalamnya Tumbuh berkembang terlahir di sini Kau banyak alasan[Pre-Chorus: Hindia & Udu]Semoga semuanya teraih Semoga tak patah hati[Chorus: Hindia & Udu]Mungkin sudah yang terbaik, mungkin karena kakak-adik Mungkinkah terlalu nyaman, mungkin takut perubahan Jika suatu saat nanti aku kan mati di sini Belantara kejam ini t’lah tuntas mencuri hatiku[Verse 2: Rayhan Noor, Hindia & Udu]Siapa yang kau lindungi selain dirimu?Siapa yang kan peduli jika kau pergi?Betul, namun tetap takkan mudah Kau bukanlah seorang penyerah Semua pun lelah dan jengah Kali ini berserah",takut ubah natasha udu nanana nana nanana hindia udu alas ku suka orang dalam tumbuh kembang lahir kau alas hindia udu moga raih moga patah hati hindia udu baik kakak adik nyaman takut ubah mati belantara kejam tuntas curi hati rayhan noor hindia udu kau lindung diri peduli kau pergi tak mudah kau serah lelah jengah kali serah,"['takut', 'ubah', 'natasha', 'udu', 'nanana', 'nana', 'nanana', 'hindia', 'udu', 'alas', 'ku', 'suka', 'orang', 'dalam', 'tumbuh', 'kembang', 'lahir', 'kau', 'alas', 'hindia', 'udu', 'moga', 'raih', 'moga', 'patah', 'hati', 'hindia', 'udu', 'baik', 'kakak', 'adik', 'nyaman', 'takut', 'ubah', 'mati', 'belantara', 'kejam', 'tuntas', 'curi', 'hati', 'rayhan', 'noor', 'hindia', 'udu', 'kau', 'lindung', 'diri', 'peduli', 'kau', 'pergi', 'tak', 'mudah', 'kau', 'serah', 'lelah', 'jengah', 'kali', 'serah']",negatif,0.9951573014259338
52,Coldiac,Cari,Lemons Made Lemonade,"indonesian indie, indonesian indie pop, malang indie","[Intro: Cold Hart]I wanna lie with you on a bed of nails I wanna fly with you, baby, straight to Hell (Woah)Broken heart, I want it back (Oh)Broken phone, don't call me back (Oh)[Chorus: Cold Hart]I wanna lie with you on a bed of nails I wanna fly with you, baby, straight to Hell Broken heart, I want it back (I want it back)Broken phone, don't call me back (Don't call me back)Your eyes are open, but still can't see it And you wanna shout, but your mouth ain't moving Broken heart, I got it back (I got it back)Stolen car, you drive me mad[Verse 1: Cold Hart]Acting artificial, natural disaster (Oh, oh)Tell me that you dying, what you doing after? (Tell me)She said I'm a dog, well I think life's a ball, yeah Faded on the plane like I'm trying to touch God, yeah Good morning cruel world, I'll spark up while I'm yawning (YAWNS; okay)Yeah, we had our fun, but I don't plan on stopping (Hell nah)Yeah, I'm bad at math, but we should be divided (Oh, oh)Hands around my back, no, I don't wanna fight it",cold hart wanna lie bed nails wanna fly baby straight hell woah broken heart want back broken phone call back cold hart wanna lie bed nails wanna fly baby straight hell broken heart want back want back broken phone call back call back eyes open still see wanna shout mouth moving broken heart got back got back stolen car drive mad cold hart acting artificial natural disaster tell dying tell said dog well think life ball faded plane like trying touch god good morning cruel world spark yawning yawns okay fun plan stopping hell bad math divided hands around back wanna fight,"['cold', 'hart', 'wan', 'na', 'lie', 'bed', 'nails', 'wan', 'na', 'fly', 'baby', 'straight', 'hell', 'woah', 'broken', 'heart', 'want', 'back', 'broken', 'phone', 'call', 'back', 'cold', 'hart', 'wan', 'na', 'lie', 'bed', 'nails', 'wan', 'na', 'fly', 'baby', 'straight', 'hell', 'broken', 'heart', 'want', 'back', 'want', 'back', 'broken', 'phone', 'call', 'back', 'call', 'back', 'eyes', 'open', 'still', 'see', 'wan', 'na', 'shout', 'mouth', 'moving', 'broken', 'heart', 'got', 'back', 'got', 'back', 'stolen', 'car', 'drive', 'mad', 'cold', 'hart', 'acting', 'artificial', 'natural', 'disaster', 'tell', 'dying', 'tell', 'said', 'dog', 'well', 'think', 'life', 'ball', 'faded', 'plane', 'like', 'trying', 'touch', 'god', 'good', 'morning', 'cruel', 'world', 'spark', 'yawning', 'yawns', 'okay', 'fun', 'plan', 'stopping', 'hell', 'bad', 'math', 'divided', 'hands', 'around', 'back', 'wan', 'na', 'fight']",positif,0.8198541402816772
53,Hindia,Evaluasi,Evaluasi,indonesian pop,"[Lirik ""Evaluasi""][Verse 1]Yang tak bisa terobati Biarlah Mengering sendiri Menghias tubuh dan Yang mengevaluasi Ragamu Hanya kau sendiri Mereka tak mampu[Pre-Chorus]Melewati yang telah kau lewati Tiap berganti hari Rintangan yang kau hadapi[Chorus]Masalah yang mengeruh Oh, perasaan yang rapuh Ini belum separuhnya Biasa saja Kamu tak apa[Verse 2]Yang selalu ingin ambil peran Hanya berlomba menjadi lebih Sedih dari dirimu",evaluasi obat biar ering hias tubuh evaluasi raga kau lewat kau lewat ganti rintang kau hadap keruh asa rapuh paruh ambil peran lomba sedih diri,"['evaluasi', 'obat', 'biar', 'ering', 'hias', 'tubuh', 'evaluasi', 'raga', 'kau', 'lewat', 'kau', 'lewat', 'ganti', 'rintang', 'kau', 'hadap', 'keruh', 'asa', 'rapuh', 'paruh', 'ambil', 'peran', 'lomba', 'sedih', 'diri']",negatif,0.9921922087669373
54,.Feast,Nina,Nina,indonesian indie,"[Lirik “Nina”][Verse 1]Saat engkau tertidur Aku pergi menghibur Beda kota pisah raga bukan masalahku Lihat wajahmu di layar ku tetap bersyukur[Verse 2]Saat engkau terjaga Aku kan ada di sana Sempatkan bermain dan bawakan cenderamata Satu sampai lima tahun cepat tak terasa[Pre-Chorus]Segala hal kuupayakan untuk Melindungi Tunggu aku kembali lagi esok Pagi[Chorus]Tumbuh lebih baik, cari panggilanmu Jadi lebih baik dibanding diriku‘Tuk sementara ini aku Mengembara Jauh, saat dewasa kau kan mengerti",nina engkau tidur pergi hibur beda kota pisah raga masalah lihat wajah layar ku syukur engkau jaga sempat main bawa cenderamata cepat upaya lindung tunggu esok pagi tumbuh cari panggil banding diri tuk embara dewasa kau erti,"['nina', 'engkau', 'tidur', 'pergi', 'hibur', 'beda', 'kota', 'pisah', 'raga', 'masalah', 'lihat', 'wajah', 'layar', 'ku', 'syukur', 'engkau', 'jaga', 'sempat', 'main', 'bawa', 'cenderamata', 'cepat', 'upaya', 'lindung', 'tunggu', 'esok', 'pagi', 'tumbuh', 'cari', 'panggil', 'banding', 'diri', 'tuk', 'embara', 'dewasa', 'kau', 'erti']",positif,0.827096700668335
